Date,Open-p,High-p,Low-p,Close-p,Adj Close-p,Volume-p,Open-z,High-z,Low-z,Close-z,Adj Close-z,Volume-z
2/5/2021,137.350006,137.419998,135.860001,136.759995,136.759995,75524000,3319,3377,3302.709961,3352.149902,3352.149902,3613600
2/8/2021,136.029999,136.960007,134.919998,136.910004,136.910004,71297200,3358.5,3365,3304,3322.939941,3322.939941,3257400
2/9/2021,136.619995,137.880005,135.850006,136.009995,136.009995,76774200,3312.48999,3338,3297.840088,3305,3305,2203500
2/10/2021,136.479996,136.990005,134.399994,135.389999,135.389999,73046600,3314,3317.949951,3254,3286.580078,3286.580078,3151600
2/11/2021,135.899994,136.389999,133.770004,135.130005,135.130005,64154400,3292,3292,3248.060059,3262.129883,3262.129883,2295800
2/12/2021,134.350006,135.529999,133.690002,135.369995,135.369995,60029300,3250,3280.25,3233.310059,3277.709961,3277.709961,2329300
2/16/2021,135.490005,136.009995,132.789993,133.190002,133.190002,80576300,3254.050049,3308.300049,3253.590088,3268.949951,3268.949951,2574700
2/17/2021,131.25,132.220001,129.470001,130.839996,130.839996,97918500,3263.600098,3320.909912,3259.5,3308.639893,3308.639893,3297500
2/18/2021,129.199997,130,127.410004,129.710007,129.710007,96856700,3282.419922,3338,3273.939941,3328.22998,3328.22998,3027400
2/19/2021,130.240005,130.710007,128.800003,129.869995,129.869995,87668800,3328.22998,3333.5,3245.75,3249.899902,3249.899902,4305200
2/22/2021,128.009995,129.720001,125.599998,126,126,103916400,3208.129883,3232.320068,3172.26001,3180.73999,3180.73999,3515700
2/23/2021,123.760002,126.709999,118.389999,125.860001,125.860001,158273000,3127.030029,3204.72998,3093.600098,3194.5,3194.5,4677200
