Date,Open-p,High-p,Low-p,Close-p,Adj Close-p,Volume-p,Open-z,High-z,Low-z,Close-z,Adj Close-z,Volume-z
2/24/2021,124.940002,125.559998,122.230003,125.349998,125.349998,111039900,3166.75,3171.22998,3125.379883,3159.530029,3159.530029,3011300
2/25/2021,124.68,126.459999,120.540001,120.989998,120.989998,148199500,3136.73999,3178.26001,3047.76001,3057.159912,3057.159912,4533800
2/26/2021,122.589996,124.849998,121.199997,121.260002,121.260002,164320000,3095.199951,3122.439941,3036.699951,3092.929932,3092.929932,4273500
3/1/2021,123.75,127.93,122.790001,127.790001,127.790001,115998300,3127.889893,3149.560059,3097.98999,3146.139893,3146.139893,2729100
3/2/2021,128.410004,128.720001,125.010002,125.120003,125.120003,102015300,3143.469971,3163.52002,3087.120117,3094.530029,3094.530029,2590000
3/3/2021,124.809998,125.709999,121.839996,122.059998,122.059998,112430400,3081.179932,3107.780029,2995,3005,3005,3967200
3/4/2021,121.75,123.599998,118.620003,120.129997,120.129997,177275300,3012,3058.129883,2945.429932,2977.570068,2977.570068,5458700
3/5/2021,120.980003,121.940002,117.57,121.419998,121.419998,153590400,3005,3009,2881,3000.459961,3000.459961,5383400
3/8/2021,120.93,121,116.209999,116.360001,116.360001,153918600,3015,3064.590088,2951.310059,2951.949951,2951.949951,4178500
3/9/2021,119.029999,122.059998,118.790001,121.089996,121.089996,129159600,3017.98999,3090.959961,3005.149902,3062.850098,3062.850098,4023500
3/10/2021,121.690002,122.169998,119.449997,119.980003,119.980003,111760400,3098.449951,3116.459961,3030.050049,3057.639893,3057.639893,3008700
3/11/2021,122.540001,123.209999,121.260002,121.959999,121.959999,102753600,3104.01001,3131.780029,3082.929932,3113.590088,3113.590088,2770800
3/12/2021,120.400002,121.169998,119.160004,121.029999,121.029999,87963400,3075,3098.97998,3045.5,3089.48999,3089.48999,2418500
3/15/2021,121.410004,124,120.419998,123.989998,123.989998,92403800,3074.570068,3082.23999,3032.090088,3081.679932,3081.679932,2913600
3/16/2021,125.699997,127.220001,124.720001,125.57,125.57,114740000,3104.969971,3128.909912,3075.860107,3091.860107,3091.860107,2510100
3/17/2021,124.050003,125.860001,122.339996,124.760002,124.760002,111437500,3073.219971,3173.050049,3070.219971,3135.72998,3135.72998,3100900
3/18/2021,122.879997,123.18,120.32,120.529999,120.529999,121229700,3101,3116.629883,3025,3027.98999,3027.98999,3649600
3/19/2021,119.900002,121.43,119.68,119.989998,119.989998,185023200,3029.22998,3077.290039,3016.629883,3074.959961,3074.959961,4616400
3/22/2021,120.330002,123.870003,120.260002,123.389999,123.389999,111912300,3067.850098,3126.580078,3060.050049,3110.870117,3110.870117,2902200
3/23/2021,123.330002,124.239998,122.139999,122.540001,122.540001,95467100,3127,3182,3120.850098,3137.5,3137.5,3817300
3/24/2021,122.82,122.900002,120.07,120.089996,120.089996,88530500,3151.040039,3160.310059,3085.149902,3087.070068,3087.070068,2959000
3/25/2021,119.540001,121.660004,119,120.589996,120.589996,98844700,3072.98999,3109.780029,3037.139893,3046.26001,3046.26001,3563500
3/26/2021,120.349998,121.480003,118.919998,121.209999,121.209999,93958900,3044.060059,3056.659912,2996,3052.030029,3052.030029,3306700
3/29/2021,121.650002,122.580002,120.730003,121.389999,121.389999,80819200,3055.439941,3091.25,3028.449951,3075.72998,3075.72998,2746000
3/30/2021,120.110001,120.400002,118.860001,119.900002,119.900002,85671900,3070.01001,3073,3034,3055.290039,3055.290039,2337600
3/31/2021,121.650002,123.519997,121.150002,122.150002,122.150002,118323800,3064.060059,3119.330078,3062.5,3094.080078,3094.080078,3093900
4/1/2021,123.660004,124.18,122.489998,123,123,74957400,3117.939941,3162.439941,3115.550049,3161,3161,2940300
4/5/2021,123.870003,126.160004,123.07,125.900002,125.900002,88651200,3173,3235.959961,3161.23999,3226.72998,3226.72998,3334900
4/6/2021,126.5,127.129997,125.650002,126.209999,126.209999,80171300,3223.75,3247.310059,3217.040039,3223.820068,3223.820068,2537800
4/7/2021,125.830002,127.919998,125.139999,127.900002,127.900002,83466700,3233.800049,3303.610107,3223.649902,3279.389893,3279.389893,3346200
4/8/2021,128.949997,130.389999,128.520004,130.360001,130.360001,88844600,3310.899902,3324.5,3292,3299.300049,3299.300049,2812100
4/9/2021,129.800003,133.039993,129.470001,133,133,106513800,3304.699951,3372.199951,3288.899902,3372.199951,3372.199951,4334600
4/12/2021,132.520004,132.850006,130.630005,131.240005,131.240005,91420000,3355.209961,3395.040039,3351.149902,3379.389893,3379.389893,3281800
4/13/2021,132.440002,134.660004,131.929993,134.429993,134.429993,91266500,3400.850098,3432,3395.629883,3400,3400,3315800
4/14/2021,134.940002,135,131.660004,132.029999,132.029999,87222800,3404.040039,3404.129883,3326,3333,3333,3145200
4/15/2021,133.820007,135,133.639999,134.5,134.5,89347100,3371,3397,3352,3379.090088,3379.090088,3233600
4/16/2021,134.300003,134.669998,133.279999,134.160004,134.160004,84818500,3380,3406.800049,3355.590088,3399.439941,3399.439941,3183300
4/19/2021,133.509995,135.470001,133.339996,134.839996,134.839996,94264200,3390.330078,3435.929932,3360.159912,3372.01001,3372.01001,2725400
4/20/2021,135.020004,135.529999,131.809998,133.110001,133.110001,94812300,3373.600098,3382.98999,3316,3334.689941,3334.689941,2623000
4/21/2021,132.360001,133.75,131.300003,133.5,133.5,68847100,3316,3362.860107,3303.810059,3362.02002,3362.02002,2211200
4/22/2021,133.039993,134.149994,131.410004,131.940002,131.940002,84566500,3371.679932,3372.870117,3301.449951,3309.040039,3309.040039,2580600
4/23/2021,132.160004,135.119995,132.160004,134.320007,134.320007,78657500,3319.100098,3375,3308.5,3340.879883,3340.879883,3192800
4/26/2021,134.830002,135.059998,133.559998,134.720001,134.720001,66905100,3348,3428.449951,3330.939941,3409,3409,4880700
4/27/2021,135.009995,135.410004,134.110001,134.389999,134.389999,66015800,3443.469971,3460,3398.01001,3417.429932,3417.429932,3827100
4/28/2021,134.309998,135.020004,133.080002,133.580002,133.580002,107760100,3434.800049,3489.879883,3425,3458.5,3458.5,4631900
4/29/2021,136.470001,137.070007,132.449997,133.479996,133.479996,150777100,3505.100098,3514.449951,3435,3471.310059,3471.310059,7557500
